run_idx,ts,scenario,status,min_ttc,max_jerk,max_yaw,max_lat_accel,brake_delay,recovery,lane_dev,overshoot,rtf,slowmo,latency_med,latency_p95,collisions,completed,n_metric_frames,n_events,duration_s,jsonl
384,2026-06-30T09:42:49,C2,ok,0.48419260129183794,49.923684210530645,0.77255,11.7215,3.6240000000000023,0.009000000000000341,1.525,71.24,1.0,0,2.217,2.906,45,0,3845,48,162.0,run0384_C2_20260630_094004.jsonl
385,2026-06-30T09:49:57,C1,ok,1.204900438744516,49.96578947368621,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9995,0,2.789,3.304,0,1,10383,16,418.1,run0385_C1_20260630_094255.jsonl
386,2026-06-30T09:52:48,C2,ok,1.5317315558248752,49.98717948717759,0.67499,10.1182,3.6529999999999987,0.0,1.159,72.48,1.0001,0,2.259,2.722,0,0,3861,3,162.0,run0386_C2_20260630_095002.jsonl
387,2026-06-30T09:59:49,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.743,0.3000000000000007,1.0,0,2.819,3.522,0,1,10140,16,412.1,run0387_C1_20260630_095253.jsonl
388,2026-06-30T10:02:42,C2,ok,1.2327370786516854,49.87631578945936,0.57269,10.0635,3.649000000000001,0.03300000000000125,0.999,90.57,1.0,0,2.289,2.816,0,0,3843,3,164.0,run0388_C2_20260630_095955.jsonl
389,2026-06-30T10:05:07,C1,exit_1,,,,,,,,,,0,,,0,0,0,0,136.0,run0389_C1_20260630_100248.jsonl
390,2026-06-30T10:07:57,C2,ok,2.3860641093011035,49.71025641025452,0.73406,11.552,3.503999999999998,0.003999999999997783,0.95,62.34,0.9996,0,2.202,15.501,0,0,3772,3,162.0,run0390_C2_20260630_100512.jsonl
391,2026-06-30T10:15:04,C1,ok,1.204900438744516,49.8230769230932,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,1.0,0,2.791,3.418,0,1,10379,16,418.1,run0391_C1_20260630_100802.jsonl
392,2026-06-30T10:17:55,C2,ok,1.1346002740977614,49.82051282051095,0.52244,10.5528,3.8599999999999994,0.129999999999999,0.92,90.58000000000001,1.0001,0,2.274,2.819,33,0,3887,36,162.0,run0392_C2_20260630_101510.jsonl
393,2026-06-30T10:25:00,C1,ok,1.204900438744516,49.96578947368621,1.9656,11.9445,13.730000000000018,,1.737,0.3000000000000007,1.0,0,2.78,3.298,0,1,10365,16,416.1,run0393_C1_20260630_101800.jsonl
394,2026-06-30T10:27:51,C2,ok,0.6177791878172589,49.99743589745222,0.6951,10.5704,3.5969999999999978,0.019999999999999574,1.148,80.65,0.9997,0,2.255,2.922,19,0,3867,22,162.0,run0394_C2_20260630_102506.jsonl
395,2026-06-30T10:34:58,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9995,0,2.77,3.337,0,1,10349,16,418.1,run0395_C1_20260630_102757.jsonl
396,2026-06-30T10:37:50,C2,ok,2.1925868725868725,49.918421052635914,0.6763,10.5229,3.6799999999999997,0.027000000000001023,1.114,71.87,1.0,0,2.268,3.493,0,0,3840,3,162.0,run0396_C2_20260630_103504.jsonl
397,2026-06-30T10:44:57,C1,ok,1.204900438744516,49.56666666666479,1.9656,11.9445,13.72999999999999,,1.737,0.3000000000000007,1.0,0,2.811,3.305,0,1,10370,16,418.1,run0397_C1_20260630_103755.jsonl
398,2026-06-30T10:47:48,C2,ok,1.1374764967837705,49.49473684210957,0.47976,9.0257,3.6240000000000023,0.009000000000000341,0.807,71.85,0.9999,0,2.217,4.976,0,0,3848,3,162.0,run0398_C2_20260630_104503.jsonl
399,2026-06-30T10:54:55,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,1.0,0,2.778,3.268,0,1,10356,16,418.1,run0399_C1_20260630_104753.jsonl
400,2026-06-30T10:57:46,C2,ok,0.6524846715328468,49.847368421056956,0.48928,10.1748,3.5390000000000015,0.0,0.761,90.57,1.0,0,2.25,2.694,0,0,3834,3,162.0,run0400_C2_20260630_105501.jsonl
401,2026-06-30T11:04:51,C1,ok,1.2487613904826191,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9994,0,2.779,3.317,0,1,10311,16,416.1,run0401_C1_20260630_105751.jsonl
402,2026-06-30T11:07:42,C2,ok,1.615832797427653,49.70769230769042,0.71074,11.6411,3.621000000000002,0.004999999999999005,1.631,78.69,0.9996,0,2.313,3.356,0,0,3828,3,162.0,run0402_C2_20260630_110457.jsonl
403,2026-06-30T11:14:49,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9998,0,2.756,3.302,0,1,10317,16,418.1,run0403_C1_20260630_110748.jsonl
404,2026-06-30T11:17:41,C2,ok,1.0371463514064412,49.71025641025452,0.72953,10.143,3.637999999999998,0.021999999999998465,1.084,71.23,1.0,0,2.289,2.907,1,0,3845,4,162.0,run0404_C2_20260630_111455.jsonl
405,2026-06-30T11:24:44,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,1.0,0,2.736,3.265,0,1,10242,16,414.1,run0405_C1_20260630_111746.jsonl
406,2026-06-30T11:27:35,C2,ok,1.5886911595866817,49.9897435897417,0.48225,10.1474,3.7659999999999982,0.03500000000000014,0.818,90.57,0.9998,0,2.274,2.911,0,0,3830,3,162.0,run0406_C2_20260630_112450.jsonl
407,2026-06-30T11:34:40,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.72999999999999,,1.737,0.3000000000000007,0.9994,0,2.732,3.287,0,1,10344,16,416.1,run0407_C1_20260630_112740.jsonl
408,2026-06-30T11:37:31,C2,ok,1.6941660319878145,49.984615384613484,0.48243,10.0784,3.6400000000000006,0.02499999999999858,0.824,90.57,0.9997,0,2.257,4.739,0,0,3821,3,162.0,run0408_C2_20260630_113446.jsonl
409,2026-06-30T11:44:36,C1,ok,1.204900438744516,49.566666666669306,1.9656,11.8597,13.72999999999999,,1.737,0.3000000000000007,1.0,0,2.787,3.264,0,1,10350,16,416.1,run0409_C1_20260630_113736.jsonl
410,2026-06-30T11:47:27,C2,ok,1.6995378151260507,49.800000000004374,0.69344,10.6175,3.658999999999999,0.004999999999999005,1.177,71.28,1.0001,0,2.23,3.174,0,0,3845,3,162.0,run0410_C2_20260630_114442.jsonl
411,2026-06-30T11:54:34,C1,ok,1.204900438744516,49.83947368419621,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9999,0,2.778,3.308,0,1,10378,16,418.1,run0411_C1_20260630_114732.jsonl
412,2026-06-30T11:57:25,C2,ok,2.748505564387917,49.41794871796485,0.76704,11.7289,3.512999999999998,0.013000000000001677,1.539,71.24,1.0,0,2.232,2.639,1,0,3887,4,162.0,run0412_C2_20260630_115440.jsonl
413,2026-06-30T12:04:27,C1,ok,1.204900438744516,49.9223684210523,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,0.9994,0,2.768,3.275,0,1,10183,16,412.1,run0413_C1_20260630_115731.jsonl
414,2026-06-30T12:07:18,C2,ok,1.4537036317731602,49.815789473688525,0.61456,10.5009,3.4619999999999997,0.0,1.071,71.55,0.9996,0,2.244,2.819,0,0,3827,3,162.0,run0414_C2_20260630_120432.jsonl
415,2026-06-30T12:14:23,C1,ok,1.204900438744516,49.83947368419621,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,1.0,0,2.763,3.243,0,1,10373,16,416.1,run0415_C1_20260630_120723.jsonl
416,2026-06-30T12:17:14,C2,ok,0.49243924946170414,49.70769230769042,0.49944,10.7902,3.4990000000000023,0.038000000000000256,0.794,90.57,1.0001,0,2.256,5.631,212,0,3827,215,162.0,run0416_C2_20260630_121429.jsonl
417,2026-06-30T12:24:13,C1,ok,1.204900438744516,49.736842105248876,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,1.0,0,2.755,3.257,0,1,10214,16,410.1,run0417_C1_20260630_121719.jsonl
418,2026-06-30T12:27:04,C2,ok,2.134605809128631,49.86315789472252,0.56077,11.7973,3.466000000000001,0.004000000000001336,1.176,63.69,1.0,0,2.182,2.708,0,0,3801,3,162.0,run0418_C2_20260630_122419.jsonl
419,2026-06-30T12:34:05,C1,ok,1.204900438744516,49.83947368419621,1.9656,11.9445,13.731000000000023,,1.744,0.3000000000000007,0.9996,0,2.786,4.968,0,1,10225,16,412.1,run0419_C1_20260630_122709.jsonl
420,2026-06-30T12:36:56,C2,ok,1.5762231759656653,49.768421052635894,0.63165,9.1412,3.485999999999997,0.02499999999999858,1.251,63.650000000000006,1.0,0,2.194,13.005,0,0,3872,3,162.0,run0420_C2_20260630_123411.jsonl
421,2026-06-30T12:44:03,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,1.0,0,2.766,3.258,0,1,10365,16,418.1,run0421_C1_20260630_123701.jsonl
422,2026-06-30T12:46:54,C2,ok,1.8926164623467603,49.84358974358786,0.50951,11.836,3.487000000000002,0.02499999999999858,0.872,63.31,0.9999,0,2.203,2.657,7,0,3881,10,162.0,run0422_C2_20260630_124409.jsonl
423,2026-06-30T12:51:12,C1,exit_3221226505,2.036811490125673,49.96578947368387,1.9656,11.9445,,,1.737,,1.0,0,2.504,10.858,0,0,2639,1,250.1,run0423_C1_20260630_124659.jsonl
424,2026-06-30T12:52:44,C2,exit_3221226505,,42.85000000000024,0.22224,5.7845,,,0.316,,1.0006,0,2.399,80.154,0,0,166,0,84.0,run0424_C2_20260630_125117.jsonl
425,2026-06-30T12:56:19,C1,exit_3221226505,2.036811490125673,49.04736842105229,1.9656,11.9445,,,1.737,,1.0002,0,2.595,31.43,0,0,1682,1,206.1,run0425_C1_20260630_125249.jsonl
426,2026-06-30T12:57:53,C2,exit_3221226505,,39.42894736842121,0.22224,5.7888,,,0.317,,1.0002,0,2.306,57.905,0,0,223,0,86.0,run0426_C2_20260630_125624.jsonl
427,2026-06-30T13:00:39,C1,exit_3221226505,,49.96578947368387,1.48535,11.8205,,,0.528,,1.0001,0,2.86,8.177,0,0,690,1,158.0,run0427_C1_20260630_125758.jsonl
428,2026-06-30T13:02:48,C2,exit_1,,,,,,,,,,,,,,0,,,122.0,run0428_C2_20260630_130044.jsonl
429,2026-06-30T13:03:58,C1,exit_1,,,,,,,,,,,,,,0,,,62.0,run0429_C1_20260630_130253.jsonl
430,2026-06-30T13:05:07,C2,exit_1,,,,,,,,,,,,,,0,,,62.0,run0430_C2_20260630_130403.jsonl
431,2026-06-30T13:12:06,C1,exit_3221226505,1.204900438744516,49.29210526314374,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,1.0,0,2.619,3.456,0,0,6881,12,410.1,run0431_C1_20260630_130512.jsonl
432,2026-06-30T13:14:10,C2,exit_3221226505,,43.53421052631549,0.27236,9.0032,3.3859999999999992,0.0019999999999988916,0.748,36.879999999999995,1.0023,0,2.318,4.808,0,0,959,1,116.0,run0432_C2_20260630_131211.jsonl
433,2026-06-30T13:18:56,C1,exit_3221226505,2.036811490125673,49.96578947368387,1.9656,11.9445,,,1.737,,0.9969,0,2.587,5.218,0,0,1897,1,278.1,run0433_C1_20260630_131415.jsonl
434,2026-06-30T13:21:43,C2,ok,0.6300590938936311,49.76666666666478,0.54672,10.4299,3.509999999999998,0.010000000000001563,0.956,90.57,1.0,0,2.254,2.998,189,0,3762,192,158.0,run0434_C2_20260630_131901.jsonl
435,2026-06-30T13:28:50,C1,ok,1.204900438744516,49.83947368419621,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9999,0,2.772,3.277,0,1,10351,16,418.1,run0435_C1_20260630_132148.jsonl
436,2026-06-30T13:31:41,C2,ok,3.0267772170151406,49.70769230769042,0.49941,10.6417,3.469000000000001,0.0070000000000014495,0.849,63.31,0.9999,0,2.107,2.764,0,0,3869,3,162.0,run0436_C2_20260630_132856.jsonl
437,2026-06-30T13:38:48,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,1.0,0,2.786,3.277,0,1,10362,16,418.1,run0437_C1_20260630_133146.jsonl
438,2026-06-30T13:41:39,C2,ok,1.0472565789473685,49.317948717946855,0.67992,10.1001,3.4680000000000035,0.006000000000000227,1.19,71.26,0.9998,0,2.247,2.717,0,0,3855,3,162.0,run0438_C2_20260630_133854.jsonl
439,2026-06-30T13:48:46,C1,ok,1.204900438744516,49.83947368423349,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9995,0,2.773,3.502,0,1,10373,16,418.1,run0439_C1_20260630_134144.jsonl
440,2026-06-30T13:51:38,C2,ok,3.4228272251308898,49.96578947366986,0.70142,11.5615,3.469000000000001,0.0070000000000014495,1.243,71.25,1.0,0,2.283,15.008,0,0,3783,3,162.0,run0440_C2_20260630_134852.jsonl
441,2026-06-30T13:58:39,C1,ok,1.204900438744516,49.83947368423349,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,1.0,0,2.806,7.164,0,1,10175,16,412.1,run0441_C1_20260630_135143.jsonl
442,2026-06-30T14:01:30,C2,ok,0.6560736196319019,49.707692307699475,0.4823,10.4892,3.469999999999999,0.007999999999999119,0.81,63.31,1.0,0,2.183,8.791,647,0,3870,650,162.0,run0442_C2_20260630_135845.jsonl
443,2026-06-30T14:08:28,C1,ok,1.204900438744516,49.83947368419621,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,0.9999,0,2.818,10.468,0,1,10082,16,410.1,run0443_C1_20260630_140135.jsonl
444,2026-06-30T14:11:20,C2,ok,1.6473007712082264,49.74871794871606,0.49928,11.2246,3.478999999999999,0.018000000000000682,0.814,90.57,1.0,0,2.264,3.29,0,0,3814,3,162.0,run0444_C2_20260630_140834.jsonl
445,2026-06-30T14:18:25,C1,ok,1.204900438744516,49.96578947368387,1.94979,11.9445,13.72999999999999,,1.737,0.3000000000000007,0.9995,0,2.826,8.825,0,1,10345,16,416.1,run0445_C1_20260630_141125.jsonl
446,2026-06-30T14:21:16,C2,ok,2.8358301158301153,49.984210526301446,0.49945,11.1333,3.4990000000000023,0.036999999999999034,0.821,63.31,1.0,0,2.25,8.875,0,0,3846,3,162.0,run0446_C2_20260630_141830.jsonl
447,2026-06-30T14:28:22,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.72999999999999,,1.737,0.3000000000000007,1.0,0,2.926,13.986,0,1,10278,16,418.1,run0447_C1_20260630_142121.jsonl
448,2026-06-30T14:31:14,C2,ok,1.5811855670103092,49.97894736842538,0.63083,10.6107,3.4919999999999973,0.030999999999998806,0.852,63.31,1.0001,0,2.23,10.476,0,0,3797,3,162.0,run0448_C2_20260630_142828.jsonl
449,2026-06-30T14:38:12,C1,ok,1.204900438744516,49.736842105248876,1.9656,11.9445,13.731000000000023,,1.744,0.3000000000000007,1.0,0,2.87,15.951,0,1,10055,16,410.1,run0449_C1_20260630_143119.jsonl
450,2026-06-30T14:41:04,C2,ok,2.0445670789724075,49.98947368419617,0.49944,9.0257,3.4680000000000035,0.006000000000000227,0.766,63.31,1.0,0,2.189,2.608,0,0,3879,3,162.0,run0450_C2_20260630_143818.jsonl
451,2026-06-30T14:48:10,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.77000000000001,,1.737,0.3000000000000007,0.9995,0,2.88,11.985,0,1,10250,16,418.1,run0451_C1_20260630_144109.jsonl
452,2026-06-30T14:51:01,C2,ok,3.490011049723757,49.91052631579381,0.4824,11.626,3.497,0.03500000000000014,0.819,63.31,0.9999,0,2.251,24.531,0,0,3853,3,162.0,run0452_C2_20260630_144816.jsonl
453,2026-06-30T14:58:00,C1,ok,1.204900438744516,49.73684210532328,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,0.9998,0,2.805,9.39,0,1,10061,16,410.1,run0453_C1_20260630_145107.jsonl
454,2026-06-30T15:00:51,C2,ok,2.444793842770753,49.76363636362835,0.58494,10.3171,3.4879999999999995,0.027000000000001023,1.033,68.06,1.0001,0,2.354,15.315,0,0,3821,3,162.0,run0454_C2_20260630_145806.jsonl
455,2026-06-30T15:07:52,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9998,0,2.893,13.094,0,1,10201,16,412.1,run0455_C1_20260630_150057.jsonl
456,2026-06-30T15:10:43,C2,ok,1.136050156739812,49.83684210526747,0.55058,10.8939,3.461999999999996,0.0,0.952,63.019999999999996,0.9997,0,2.247,9.875,0,0,3820,3,162.0,run0456_C2_20260630_150758.jsonl
457,2026-06-30T15:17:44,C1,ok,1.204900438744516,49.97368421051196,1.9656,11.9445,13.72999999999999,,1.745,0.3000000000000007,0.9995,0,2.873,11.158,0,1,10180,16,412.1,run0457_C1_20260630_151048.jsonl
458,2026-06-30T15:20:35,C2,ok,0.36762502451461065,49.62368421051205,0.86637,11.8577,3.4879999999999995,0.0259999999999998,1.761,71.55,1.0001,0,2.28,7.154,43,0,3842,46,162.0,run0458_C2_20260630_151750.jsonl
459,2026-06-30T15:27:36,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,1.0,0,2.875,10.773,0,1,10208,16,412.1,run0459_C1_20260630_152040.jsonl
460,2026-06-30T15:30:27,C2,ok,1.6619118969133952,49.794736842090956,0.48223,10.3127,3.469999999999999,0.007999999999999119,0.816,90.57,1.0001,0,2.317,8.917,0,0,3859,3,162.0,run0460_C2_20260630_152742.jsonl
461,2026-06-30T15:37:34,C1,ok,1.204900438744516,49.8230769230932,1.9656,11.9445,13.731000000000023,,1.731,0.3000000000000007,0.9999,0,2.911,21.132,0,1,10061,16,418.1,run0461_C1_20260630_153033.jsonl
462,2026-06-30T15:40:26,C2,ok,1.290982276960048,49.794871794851765,0.74891,10.0408,3.478999999999999,0.01699999999999946,1.141,68.16,0.9998,0,2.234,9.303,0,0,3859,3,162.0,run0462_C2_20260630_153740.jsonl
463,2026-06-30T15:47:31,C1,ok,1.204900438744516,49.8230769230932,1.9656,11.9445,13.731000000000023,,1.737,0.3000000000000007,0.9995,0,2.848,13.703,0,1,10184,16,416.1,run0463_C1_20260630_154031.jsonl
464,2026-06-30T15:50:22,C2,ok,1.8990636577972384,49.93076923076734,0.48481,10.0824,3.490000000000002,0.027999999999998693,0.788,90.57,1.0,0,2.3,28.598,0,0,3774,3,162.0,run0464_C2_20260630_154737.jsonl
465,2026-06-30T15:57:29,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,1.0,0,2.826,9.241,0,1,10340,16,418.1,run0465_C1_20260630_155027.jsonl
466,2026-06-30T16:00:20,C2,ok,1.0968033069238718,49.99210526316224,0.48731,9.0595,3.486000000000004,0.02500000000000213,0.818,61.66,1.0001,0,2.268,14.01,0,0,3889,3,162.0,run0466_C2_20260630_155735.jsonl
467,2026-06-30T16:07:21,C1,ok,1.204900438744516,49.73684210532328,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,1.0,0,2.802,8.906,0,1,10244,16,412.1,run0467_C1_20260630_160025.jsonl
468,2026-06-30T16:10:12,C2,ok,1.141405197305101,49.753846153844265,0.49943,10.0813,3.475999999999999,0.013999999999999346,0.818,90.57,1.0001,0,2.239,2.68,5,0,3864,8,162.0,run0468_C2_20260630_160727.jsonl
469,2026-06-30T16:17:17,C1,ok,1.204900438744516,49.907692307635855,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9995,0,2.88,10.684,0,1,10283,16,416.1,run0469_C1_20260630_161018.jsonl
470,2026-06-30T16:20:08,C2,ok,3.680138408304498,49.77894736842537,0.48145,9.0257,3.488999999999997,0.027999999999998693,0.917,64.0,0.9998,0,2.34,43.265,0,0,3668,3,162.0,run0470_C2_20260630_161723.jsonl
471,2026-06-30T16:27:15,C1,ok,1.204900438744516,49.96578947368621,1.9656,11.9445,13.730000000000018,,1.737,0.3000000000000007,0.9999,0,2.844,10.685,0,1,10278,16,418.1,run0471_C1_20260630_162014.jsonl
472,2026-06-30T16:30:07,C2,ok,1.797920168067227,49.25128205128018,0.89873,11.4456,3.4979999999999976,0.036000000000001364,1.721,68.51,1.0001,0,2.289,10.145,0,0,3855,3,162.0,run0472_C2_20260630_162721.jsonl
473,2026-06-30T16:37:06,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,1.0,0,2.762,6.296,0,1,10193,16,410.1,run0473_C1_20260630_163012.jsonl
474,2026-06-30T16:39:57,C2,ok,0.5217893368010403,49.850000000004336,0.49943,9.0257,3.4990000000000023,0.038000000000000256,0.82,69.72,1.0,0,2.189,2.7,83,0,3848,86,162.0,run0474_C2_20260630_163712.jsonl
475,2026-06-30T16:46:58,C1,ok,1.204900438744516,49.83947368419621,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,0.9996,0,2.866,9.849,0,1,10253,16,412.1,run0475_C1_20260630_164002.jsonl
476,2026-06-30T16:49:49,C2,ok,1.5706615321138775,49.93421052630145,0.48253,10.0798,3.485999999999997,0.02499999999999858,0.825,90.57,1.0001,0,2.252,12.685,0,0,3802,3,162.0,run0476_C2_20260630_164703.jsonl
477,2026-06-30T16:56:48,C1,ok,1.204900438744516,49.83947368419621,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,0.9998,0,2.801,9.858,0,1,10140,16,410.1,run0477_C1_20260630_164954.jsonl
478,2026-06-30T16:59:39,C2,ok,1.4825687367813882,49.21842105261744,0.73639,11.859,3.490000000000002,0.027999999999998693,1.502,71.55,1.0,0,2.251,2.758,0,0,3792,3,162.0,run0478_C2_20260630_165653.jsonl
479,2026-06-30T17:06:38,C1,ok,1.204900438744516,49.328205128221235,1.9656,11.9445,13.731000000000023,,1.744,0.3000000000000007,0.9995,0,2.825,11.42,0,1,10117,16,410.1,run0479_C1_20260630_165944.jsonl
480,2026-06-30T17:09:29,C2,ok,1.667949029126214,49.99487179486991,0.48056,10.18,3.4909999999999997,0.030000000000001137,0.856,90.57,0.9998,0,2.243,9.25,0,0,3808,3,162.0,run0480_C2_20260630_170644.jsonl
481,2026-06-30T17:16:32,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,0.9995,0,2.764,4.442,0,1,10183,16,414.1,run0481_C1_20260630_170934.jsonl
482,2026-06-30T17:19:23,C2,ok,1.121329163408913,49.86410256408249,0.61743,10.6068,3.4669999999999987,0.004999999999999005,1.18,71.58,1.0,0,2.229,3.329,0,0,3870,3,162.0,run0482_C2_20260630_171638.jsonl
483,2026-06-30T17:26:23,C1,ok,1.204900438744516,49.67368421053062,1.9656,11.9445,13.731000000000023,,1.739,0.3099999999999987,1.0,0,2.736,4.77,0,1,10121,16,410.1,run0483_C1_20260630_171929.jsonl
484,2026-06-30T17:29:14,C2,ok,0.44636061730806803,49.95526315791776,0.75016,11.3632,3.4849999999999994,0.02400000000000091,1.125,71.85,0.9999,0,2.232,4.35,7,0,3833,10,162.0,run0484_C2_20260630_172628.jsonl
485,2026-06-30T17:36:19,C1,ok,1.204900438744516,49.9076923077086,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9994,0,2.768,5.402,0,1,10370,16,416.1,run0485_C1_20260630_172919.jsonl
486,2026-06-30T17:39:12,C2,ok,1.7630987482614746,49.53684210526746,0.47959,11.1339,3.4669999999999987,0.006000000000000227,0.82,90.57,1.0001,0,2.27,6.983,0,0,3819,3,164.0,run0486_C2_20260630_173625.jsonl
487,2026-06-30T17:46:13,C1,ok,1.204900438744516,49.83947368419621,1.9656,11.8597,13.731000000000023,,1.744,0.3000000000000007,0.9996,0,2.817,11.044,0,1,10148,16,412.1,run0487_C1_20260630_173917.jsonl
488,2026-06-30T17:49:04,C2,ok,0.9987625113739764,49.8948717948699,0.49048,10.176,3.4680000000000035,0.0070000000000014495,0.819,90.57,0.9997,0,2.244,5.443,0,0,3844,3,162.0,run0488_C2_20260630_174619.jsonl
489,2026-06-30T17:56:05,C1,ok,1.204900438744516,49.83947368423349,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,1.0,0,2.758,3.669,0,1,10172,16,412.1,run0489_C1_20260630_174909.jsonl
490,2026-06-30T17:58:56,C2,ok,2.000705521472393,49.72894736842537,0.48479,9.0257,3.4620000000000033,0.0,0.819,71.24,1.0,0,2.228,7.289,0,0,3782,3,162.0,run0490_C2_20260630_175611.jsonl
491,2026-06-30T18:06:03,C1,ok,1.204900438744516,49.9076923077086,1.9656,11.9445,13.72999999999999,,1.737,0.3000000000000007,0.9994,0,2.795,4.779,0,1,10341,16,418.1,run0491_C1_20260630_175902.jsonl
492,2026-06-30T18:08:54,C2,ok,2.491267605633803,49.923684210530645,0.67064,11.6115,3.488999999999997,0.027999999999998693,1.22,71.24,0.9997,0,2.268,9.329,0,0,3876,3,162.0,run0492_C2_20260630_180609.jsonl
493,2026-06-30T18:20:30,C1,ok,1.204900438744516,49.736842105248876,1.9656,11.9445,13.730999999999995,,1.744,0.3000000000000007,0.9994,0,2.764,3.374,0,1,10198,16,408.1,run0493_C1_20260630_181338.jsonl
494,2026-06-30T18:23:21,C2,ok,1.0370299036999497,49.813157894741174,0.69503,9.8459,3.4140000000000015,0.028999999999999915,1.159,90.49000000000001,0.9994,0,2.236,16.936,0,0,3821,3,162.0,run0494_C2_20260630_182036.jsonl
495,2026-06-30T18:30:24,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.731000000000023,,1.744,0.3000000000000007,0.9968,0,2.727,9.396,0,1,10131,16,414.1,run0495_C1_20260630_182326.jsonl
496,2026-06-30T18:33:16,C2,ok,0.5888915956151035,49.85789473684644,0.53739,11.3934,3.487000000000002,0.02500000000000213,0.963,90.57,0.9997,0,2.197,2.699,99,0,3870,102,162.0,run0496_C2_20260630_183030.jsonl
497,2026-06-30T18:40:23,C1,ok,1.204900438744516,49.96578947368621,1.9656,11.9445,13.72999999999999,,1.737,0.3000000000000007,1.0,0,2.798,6.42,0,1,10333,16,418.1,run0497_C1_20260630_183321.jsonl
498,2026-06-30T18:43:14,C2,ok,1.8813201885983712,49.06052631579373,0.76356,9.9618,3.631999999999998,0.015999999999998238,1.124,63.3,1.0001,0,2.221,2.973,0,0,3859,3,162.0,run0498_C2_20260630_184029.jsonl
499,2026-06-30T18:50:21,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9994,0,2.778,3.338,0,1,10326,16,418.1,run0499_C1_20260630_184319.jsonl
500,2026-06-30T18:53:12,C2,ok,0.37765293977624376,49.984210526320126,0.69681,10.5836,3.689,0.036000000000001364,1.059,90.57,1.0,0,2.275,16.539,64,0,3827,67,162.0,run0500_C2_20260630_185027.jsonl
501,2026-06-30T19:00:19,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730999999999995,,1.737,0.3000000000000007,0.9996,0,2.756,3.767,0,1,10282,16,418.1,run0501_C1_20260630_185317.jsonl
502,2026-06-30T19:03:10,C2,ok,1.8012918660287083,49.671052631564685,0.70618,10.1524,3.719999999999999,0.027000000000001023,1.204,80.66,1.0,0,2.167,2.742,628,0,3872,631,162.0,run0502_C2_20260630_190025.jsonl
503,2026-06-30T19:10:13,C1,ok,1.204900438744516,49.96578947368387,1.9656,11.9445,13.730000000000018,,1.744,0.3000000000000007,0.9999,0,2.759,3.368,0,1,10173,16,414.1,run0503_C1_20260630_190316.jsonl
